"","submission_date","state","tot_cases","new_case","tot_death","new_death","created_at"
"19098",2020-07-28,"SC",84823,1221,1505,16,"2020-07-28T00:00:00.000"
"19099",2020-07-13,"OR",12438,268,237,3,"2020-07-14T15:13:07.425"
"19100",2020-10-27,"RI",31521,382,1197,3,"2022-01-14T13:53:09.122"
"19101",2020-03-20,"MN",115,0,0,0,"2020-03-26T16:22:39.452"
"19102",2021-03-24,"AZ",838474,605,16842,44,"2021-03-25T14:25:23.209"
"19103",2021-03-31,"WY",56310,74,700,5,"2021-04-01T14:13:30.582"
"19104",2021-02-11,"AZ",791584,1864,14662,200,"2021-02-12T14:56:38.403"
"19105",2020-11-17,"AZ",280116,2987,6312,10,"2020-11-18T14:57:46.366"
"19106",2021-12-30,"LA",828695,12467,14986,2,"2021-12-31T14:32:16.906"
"19107",2020-03-19,"AZ",44,17,0,0,"2020-03-26T16:22:39.452"
"19109",2020-04-14,"NJ",68824,4240,2805,362,"2020-04-13T16:22:39.452"
"19111",2021-07-22,"NJ",1031346,746,26564,2,"2021-07-23T13:48:31.666"
"19112",2020-02-18,"VA",0,0,0,0,"2020-03-26T16:22:39.452"
"19115",2021-07-17,"AZ",907268,1152,18114,14,"2021-07-19T13:20:07.101"
"19116",2020-11-02,"WY",14167,444,87,0,"2020-11-03T14:57:05.887"
"19117",2020-09-16,"SC",137397,926,3082,20,"2020-09-16T00:00:00.000"
"19118",2020-09-20,"KY",67580,447,1406,9,"2020-09-22T00:00:00.000"
"19120",2021-03-29,"LA",443905,836,10122,35,"2021-03-30T14:06:13.038"
"19121",2021-10-17,"NJ",1181284,896,27725,5,"2021-10-18T13:49:53.751"
"19122",2021-06-16,"KY",461261,222,7768,1,"2021-06-18T00:00:00.000"
"19123",2020-02-24,"MN",0,0,0,0,"2020-03-26T16:22:39.452"
"19124",2020-08-16,"KY",43963,429,1029,8,"2020-08-18T00:00:00.000"
"19125",2020-02-18,"LA",0,0,0,0,"2020-03-26T16:22:39.452"
"19126",2021-02-04,"RI",117168,665,2396,14,"2022-01-14T13:53:09.122"
"19127",2020-05-16,"KY",7993,242,398,10,"2020-05-18T00:00:00.000"
"19128",2020-05-05,"AZ",9305,386,395,33,"2020-05-06T16:23:08.000"
"19130",2021-08-17,"VA",728523,2552,11632,7,"2021-08-18T14:45:06.728"
"19131",2020-12-06,"OR",84496,1253,1033,6,"2020-12-07T14:38:33.257"
"19132",2021-01-11,"WY",47395,563,489,0,"2021-01-12T14:48:35.544"
"19133",2021-08-19,"LA",643993,5550,11851,58,"2021-08-20T13:21:34.552"
"19134",2021-09-10,"NJ",1113165,2664,27039,15,"2021-09-11T13:20:03.309"
"19135",2021-06-19,"KY",461815,158,7780,5,"2021-06-21T00:00:00.000"
"19136",2021-09-26,"OR",323376,1193,3700,9,"2021-09-27T14:29:10.948"
"19137",2021-10-17,"VA",907763,1733,13502,35,"2021-10-18T13:49:53.751"
"19138",2021-12-29,"NJ",1495354,26473,28967,50,"2021-12-30T14:41:22.486"
"19139",2020-10-06,"AZ",222053,865,5713,6,"2020-10-07T13:45:01.309"
"19141",2020-11-05,"LA",190845,681,5995,20,"2020-11-06T15:33:41.082"
"19143",2021-10-03,"OR",333883,1087,3819,2,"2021-10-04T13:57:57.568"
"19145",2020-09-22,"RI",23738,98,1118,2,"2022-01-14T13:53:09.122"
"19146",2021-06-14,"AZ",887146,394,17768,0,"2021-06-15T14:44:13.999"
"19147",2021-01-01,"WY",44409,0,438,0,"2021-01-02T14:50:51.219"
"19148",2020-02-15,"SC",0,0,0,0,"2020-03-26T16:22:39.452"
"19150",2021-11-26,"RI",190282,176,2923,2,"2022-01-14T13:53:09.122"
"19151",2020-04-03,"SC",1613,255,23,6,"2020-04-03T00:00:00.000"
"19152",2021-12-29,"VA",1100906,13500,15565,24,"2021-12-30T14:41:22.486"
"19154",2021-05-14,"VA",669904,685,11008,17,"2021-05-15T13:54:58.561"
"19155",2021-08-04,"NJ",1043702,1230,26625,11,"2021-08-05T14:32:13.471"
"19156",2021-01-04,"WY",45247,372,438,0,"2021-01-05T15:00:42.894"
"19157",2020-04-14,"WY",494,121,1,0,"2020-04-13T16:22:39.452"
"19158",2020-03-07,"LA",0,0,0,0,"2020-03-26T16:22:39.452"
"19159",2021-12-29,"MN",1015435,5210,10602,69,"2021-12-30T14:41:22.486"
"19160",2021-01-24,"KY",353669,2167,5975,41,"2021-01-26T00:00:00.000"
"19161",2021-05-05,"OR",188417,806,2509,1,"2021-05-06T14:14:04.113"
"19163",2021-05-21,"KY",455455,397,7626,7,"2021-05-23T00:00:00.000"
"19164",2021-01-26,"NJ",671727,4776,21105,133,"2021-01-27T14:53:24.793"
"19165",2021-09-18,"OR",310947,1106,3577,8,"2021-09-20T12:14:02.133"
"19166",2020-05-25,"VA",39342,1615,1236,28,"2020-05-26T14:23:02.020"
"19167",2020-12-14,"NJ",445605,5536,17775,24,"2020-12-14T00:00:00.000"
"19168",2020-10-14,"LA",176209,880,5695,16,"2020-10-15T13:30:46.649"
"19169",2021-12-30,"SC",966698,6204,14619,9,"2021-12-30T00:00:00.000"
"19170",2020-03-25,"MN",346,59,2,1,"2020-03-26T16:22:39.452"
"19171",2020-07-14,"LA",82042,2215,3445,22,"2020-07-15T15:05:12.266"
"19172",2021-08-12,"MN",623527,1311,7816,8,"2021-08-13T13:45:25.506"
"19173",2021-07-15,"WY",63455,124,760,0,"2021-07-16T14:03:13.679"
"19174",2020-11-19,"WY",26169,894,176,21,"2020-11-20T15:06:16.717"
"19175",2020-04-18,"KY",2687,114,162,9,"2020-04-20T00:00:00.000"
"19176",2021-06-30,"OR",208637,191,2774,4,"2021-07-01T14:29:33.934"
"19177",2021-10-29,"AZ",1163217,3691,21096,63,"2021-10-30T13:29:20.544"
"19179",2021-04-18,"SC",570426,1014,9279,14,"2021-04-18T00:00:00.000"
"19180",2020-02-20,"NJ",0,0,0,0,"2020-03-26T16:22:39.452"
"19181",2021-07-04,"VA",681072,84,11427,3,"2021-07-05T14:30:02.367"
"19182",2022-01-15,"VA",1368271,0,15809,0,"2022-01-17T14:19:13.740"
"19183",2020-04-08,"MN",1242,88,50,11,"2020-04-07T16:22:39.452"
"19184",2020-02-04,"RI",0,0,0,0,"2020-03-26T16:22:39.452"
"19185",2021-01-23,"WY",50583,0,571,0,"2021-01-24T14:36:49.208"
"19186",2020-12-28,"RI",85569,703,1871,13,"2022-01-14T13:53:09.122"
"19187",2020-11-12,"OR",53879,1109,746,4,"2020-11-13T14:54:34.454"
"19188",2020-05-24,"KY",9234,132,462,8,"2020-05-26T00:00:00.000"
"19189",2021-05-31,"OR",201475,215,2671,3,"2021-06-01T15:18:33.855"
"19190",2020-04-21,"OR",2002,46,78,3,"2020-04-21T16:22:39.452"
"19191",2021-08-12,"KY",510474,3453,8155,16,"2021-08-14T00:00:00.000"
"19192",2021-04-17,"NJ",975704,3922,25134,40,"2021-04-18T13:41:35.271"
"19193",2020-10-20,"SC",166028,625,3657,12,"2020-10-20T00:00:00.000"
"19194",2020-09-11,"SC",132945,1025,2998,31,"2020-09-11T00:00:00.000"
"19195",2020-06-18,"MN",31675,379,1376,19,"2020-06-19T15:01:11.041"
"19196",2021-09-29,"WY",89965,535,996,0,"2021-09-30T14:57:48.020"
"19197",2021-02-20,"WY",53683,0,662,0,"2021-02-21T14:57:50.842"
"19198",2021-08-08,"AZ",946054,2639,18388,12,"2021-08-09T14:44:15.398"
"19201",2021-01-20,"WY",50124,202,550,0,"2021-01-21T14:44:32.423"
"19203",2021-09-15,"MN",676505,2731,8049,12,"2021-09-16T14:24:46.593"
"19205",2020-02-28,"MN",0,0,0,0,"2020-03-26T16:22:39.452"
"19206",2021-06-20,"AZ",889727,464,17843,12,"2021-06-21T16:43:32.594"
"19207",2021-01-30,"SC",460941,4111,7006,69,"2021-01-30T00:00:00.000"
"19210",2020-12-12,"OR",92839,1419,1150,12,"2020-12-13T14:31:19.849"
"19211",2021-11-07,"VA",934928,0,14155,0,"2021-11-08T15:35:12.187"
"19212",2021-08-09,"OR",230103,1068,2903,6,"2021-08-10T15:30:38.175"
"19213",2020-08-20,"VA",110860,978,2436,9,"2020-08-21T14:27:34.675"
"19215",2020-02-18,"AZ",1,0,0,0,"2020-03-26T16:22:39.452"
"19216",2021-05-22,"NJ",1013787,378,26084,14,"2021-05-23T13:37:59.772"
"19217",2021-11-16,"VA",949803,2532,14443,21,"2021-11-17T16:09:28.720"
"19218",2021-06-22,"KY",462176,201,7794,6,"2021-06-24T00:00:00.000"
"19219",2021-01-14,"NJ",609721,7092,20253,92,"2021-01-15T14:46:04.456"
"19220",2021-08-29,"NJ",1088330,1850,26849,5,"2021-08-30T14:26:22.672"
"19221",2020-02-20,"VA",0,0,0,0,"2020-03-26T16:22:39.452"
"19222",2021-11-24,"KY",780914,1988,11844,10,"2021-11-26T00:00:00.000"
"19223",2020-05-09,"OR",3160,92,127,3,"2020-05-10T21:26:08.000"
"19224",2020-01-24,"SC",0,0,0,0,"2020-03-26T16:22:39.452"
"19225",2021-05-31,"SC",592708,177,9686,4,"2021-05-31T00:00:00.000"
"19226",2021-10-10,"OR",343033,960,3994,6,"2021-10-11T14:09:22.136"
"19227",2020-10-02,"SC",150136,755,3391,17,"2020-10-02T00:00:00.000"
"19228",2021-10-18,"SC",888505,967,13321,50,"2021-10-18T00:00:00.000"
"19229",2020-03-02,"NJ",0,0,0,0,"2020-03-26T16:22:39.452"
"19230",2021-09-17,"NJ",1128696,2374,27165,17,"2021-09-18T13:43:14.051"
"19231",2020-09-25,"AZ",216475,516,5587,28,"2020-09-26T13:46:07.689"
"19232",2021-03-19,"RI",132378,393,2602,3,"2022-01-14T13:53:09.122"
"19233",2020-11-05,"RI",35781,633,1232,4,"2022-01-14T13:53:09.122"
"19235",2020-07-04,"OR",9930,294,213,4,"2020-07-05T15:00:14.391"
"19236",2021-11-23,"LA",768714,673,14768,14,"2021-11-24T15:13:47.034"
"19237",2020-03-09,"LA",1,1,0,0,"2020-03-26T16:22:39.452"
"19238",2021-07-05,"AZ",897010,50,17979,0,"2021-07-06T13:52:24.339"
"19239",2021-12-25,"NJ",1429756,19481,28854,6,"2021-12-27T14:16:24.412"
"19240",2020-05-18,"VA",32145,1005,1041,27,"2020-05-19T15:45:23.000"
"19241",2020-05-23,"MN",19845,0,861,0,"2020-05-24T14:15:55.571"
"19242",2021-05-19,"WY",59376,55,713,0,"2021-05-20T15:08:06.001"
"19244",2021-05-27,"RI",151207,82,2715,1,"2022-01-14T13:53:09.122"
"19245",2020-08-01,"OR",18817,324,325,3,"2020-08-02T14:54:37.126"
"19246",2020-09-08,"OR",28355,165,486,4,"2020-09-09T13:47:50.836"
"19249",2020-01-22,"NJ",0,0,0,0,"2020-03-26T16:22:39.452"
"19251",2020-08-15,"WY",3227,44,30,0,"2020-08-16T14:57:14.578"
"19252",2021-08-01,"SC",622693,1900,9923,5,"2021-08-01T00:00:00.000"
"19253",2020-06-06,"RI",15418,98,877,11,"2022-01-14T13:53:09.122"
"19256",2021-06-16,"AZ",888005,436,17791,12,"2021-06-17T14:38:09.485"
"19257",2021-09-06,"OR",288205,1444,3311,13,"2021-09-07T15:14:40.815"
"19258",2020-07-16,"NJ",178169,271,15665,31,"2020-07-16T00:00:00.000"
"19260",2020-02-04,"AZ",1,0,0,0,"2020-03-26T16:22:39.452"
"19261",2020-04-18,"LA",23580,462,1267,54,"2020-04-18T16:22:39.452"
"19262",2020-02-29,"MN",0,0,0,0,"2020-03-26T16:22:39.452"
"19263",2021-03-21,"VA",605967,1063,10127,10,"2021-03-22T13:57:09.215"
"19264",2021-02-23,"SC",515594,999,8312,21,"2021-02-23T00:00:00.000"
"19266",2020-08-27,"KY",51385,842,1149,12,"2020-08-29T00:00:00.000"
"19267",2020-03-30,"SC",831,113,11,1,"2020-03-30T00:00:00.000"
"19269",2021-01-20,"MN",449492,1224,6047,34,"2021-01-21T14:44:32.423"
"19270",2021-12-21,"RI",214132,1337,3013,3,"2022-01-14T13:53:09.122"
"19271",2020-12-29,"MN",411110,972,5255,36,"2020-12-30T14:56:20.759"
"19272",2020-07-20,"OR",14847,268,262,2,"2020-07-21T14:50:17.717"
"19273",2020-08-06,"NJ",186241,417,15849,7,"2020-08-06T00:00:00.000"
"19274",2021-12-06,"VA",985297,6078,14798,34,"2021-12-07T14:35:03.419"
"19275",2021-01-27,"NJ",676537,4810,21220,115,"2021-01-28T14:49:07.741"
"19276",2021-03-14,"LA",437393,911,9884,23,"2021-03-15T14:03:45.324"
"19277",2020-11-23,"KY",166974,2378,2818,45,"2020-11-25T00:00:00.000"
"19278",2020-09-30,"SC",148681,844,3352,21,"2020-09-30T00:00:00.000"
"19279",2021-11-28,"SC",917557,261,14206,12,"2021-11-28T00:00:00.000"
"19280",2020-10-16,"OR",38935,410,617,6,"2020-10-17T14:09:18.876"
"19281",2020-06-22,"KY",14659,109,633,4,"2020-06-24T00:00:00.000"
"19283",2021-03-31,"NJ",908816,3672,24561,75,"2021-04-01T14:13:30.582"
"19284",2020-11-05,"VA",188771,1568,3682,-6,"2020-11-06T15:33:41.082"
"19285",2021-04-24,"NJ",996197,2783,25367,39,"2021-04-25T13:42:01.135"
"19286",2020-07-01,"RI",16782,34,978,5,"2022-01-14T13:53:09.122"
"19287",2021-03-09,"OR",158007,492,2303,5,"2021-03-10T14:58:31.195"
"19288",2020-12-23,"OR",105970,897,1403,21,"2020-12-24T14:31:20.111"
"19289",2021-09-13,"KY",642033,2349,9483,64,"2021-09-15T00:00:00.000"
"19290",2020-10-21,"AZ",234046,976,5854,17,"2020-10-22T13:34:46.095"
"19292",2021-01-21,"SC",424590,4893,6367,46,"2021-01-21T00:00:00.000"
"19293",2021-07-24,"VA",689725,645,11507,0,"2021-07-26T13:16:36.357"
"19294",2020-08-10,"SC",103254,1085,2028,25,"2020-08-10T00:00:00.000"
"19295",2021-01-24,"VA",478619,6172,6081,3,"2021-01-25T14:42:40.885"
"19296",2021-12-19,"MN",979283,0,10235,0,"2021-12-20T15:18:49.276"
"19297",2020-03-12,"AZ",9,0,0,0,"2020-03-26T16:22:39.452"
"19298",2020-05-11,"KY",6805,108,366,8,"2020-05-13T00:00:00.000"
"19299",2020-06-04,"VA",48532,676,1453,8,"2020-06-05T15:17:07.242"
"19300",2020-06-28,"MN",35546,-3,1470,10,"2020-06-29T14:37:31.240"
"19301",2020-09-12,"LA",157109,0,5202,0,"2020-09-13T16:17:15.117"
"19302",2021-09-15,"NJ",1123364,2275,27122,21,"2021-09-16T14:24:46.593"
"19304",2021-02-14,"OR",150281,247,2137,0,"2021-02-15T14:46:24.739"
"19306",2021-01-02,"OR",116348,2439,1492,15,"2021-01-03T14:53:25.031"
"19307",2020-02-22,"VA",0,0,0,0,"2020-03-26T16:22:39.452"
"19308",2020-05-09,"AZ",10960,434,532,15,"2020-05-10T21:26:08.000"
"19309",2020-04-30,"OR",2510,64,103,2,"2020-05-01T21:00:19.025"
"19310",2020-05-27,"WY",860,10,14,1,"2020-05-28T15:12:25.989"
"19311",2021-04-10,"SC",562788,983,9218,25,"2021-04-10T00:00:00.000"
"19313",2021-08-16,"VA",725971,1949,11625,4,"2021-08-17T14:24:04.262"
"19314",2021-02-20,"RI",123187,353,2512,6,"2022-01-14T13:53:09.122"
"19315",2020-02-03,"KY",0,0,0,0,"2020-03-26T16:22:39.452"
"19316",2020-07-17,"SC",65978,1998,1077,40,"2020-07-17T00:00:00.000"
"19317",2021-01-24,"SC",438865,4665,6538,64,"2021-01-24T00:00:00.000"
"19318",2020-12-15,"SC",261686,2504,4748,6,"2020-12-15T00:00:00.000"
"19319",2021-09-02,"VA",778167,4069,11899,19,"2021-09-03T13:38:30.847"
"19321",2022-01-02,"VA",1133238,0,15601,0,"2022-01-03T15:18:16.200"
"19322",2020-09-16,"MN",85813,462,1985,6,"2020-09-17T13:45:45.666"
"19323",2021-08-22,"MN",634666,555,7855,1,"2021-08-23T14:39:48.247"
"19324",2020-06-02,"OR",4335,33,157,3,"2020-06-03T14:11:36.638"
"19325",2020-03-07,"RI",2,0,0,0,"2022-01-14T13:53:09.122"
"19326",2021-10-31,"WY",102926,0,1174,0,"2021-11-01T15:03:10.486"
"19327",2022-01-09,"LA",908428,0,15054,0,"2022-01-10T15:08:19.537"
"19329",2020-11-09,"KY",126724,1785,2294,37,"2020-11-11T00:00:00.000"
"19330",2021-10-04,"KY",710676,1193,10680,51,"2021-10-06T00:00:00.000"
"19331",2020-05-20,"MN",17670,0,786,0,"2020-05-21T15:41:38.000"
"19332",2020-12-22,"MN",401011,1700,4955,24,"2020-12-23T14:36:58.341"
"19333",2021-07-17,"OR",212250,252,2820,3,"2021-07-19T13:20:07.101"
"19334",2020-12-20,"AZ",453916,5369,7971,34,"2020-12-21T14:39:53.673"
"19335",2020-03-04,"AZ",2,0,0,0,"2020-03-26T16:22:39.452"
"19336",2020-10-19,"LA",179070,201,5766,16,"2020-10-20T14:59:27.967"
"19337",2020-05-31,"LA",39916,234,2791,6,"2020-06-01T14:17:42.906"
"19338",2021-03-13,"MN",496395,1187,6809,4,"2021-03-14T13:53:25.106"
"19339",2020-05-21,"SC",9497,156,406,8,"2020-05-21T00:00:00.000"
"19340",2021-05-17,"SC",588252,343,9600,1,"2021-05-17T00:00:00.000"
"19341",2021-03-02,"KY",411945,976,7002,12,"2021-03-04T00:00:00.000"
"19342",2020-04-07,"VA",3645,312,75,12,"2020-04-07T16:22:39.452"
"19343",2020-08-27,"LA",146338,677,4874,23,"2020-08-28T13:43:49.392"
"19345",2021-03-03,"LA",431771,500,9668,21,"2021-03-04T15:08:33.824"
"19346",2020-10-16,"LA",177726,774,5727,20,"2020-10-17T14:09:18.876"
"19348",2021-05-31,"VA",675597,59,11194,8,"2021-06-01T15:18:33.855"
"19349",2020-05-07,"WY",635,4,7,0,"2020-05-08T21:26:08.000"
"19350",2021-07-18,"NJ",1028931,428,26539,3,"2021-07-19T14:21:19.093"
"19352",2021-11-02,"NJ",1200953,1215,28004,24,"2021-11-03T13:51:46.667"
"19354",2020-11-06,"RI",36461,680,1236,4,"2022-01-14T13:53:09.122"
"19355",2021-10-14,"OR",347616,1136,4141,24,"2021-10-15T13:51:07.670"
"19356",2021-07-18,"RI",152576,47,2739,0,"2022-01-14T13:53:09.122"
"19357",2020-06-05,"VA",49397,865,1460,7,"2020-06-06T14:31:37.908"
"19358",2020-06-05,"SC",13627,434,525,15,"2020-06-05T00:00:00.000"
"19360",2021-08-08,"SC",642414,3141,9980,7,"2021-08-08T00:00:00.000"
"19361",2020-07-05,"VA",66102,354,1853,0,"2020-07-06T15:16:12.497"
"19363",2021-01-30,"KY",368657,2587,6198,38,"2021-02-01T00:00:00.000"
"19364",2021-02-27,"NJ",786967,4134,23238,46,"2021-02-28T14:48:18.530"
"19367",2020-07-15,"RI",17470,54,1006,1,"2022-01-14T13:53:09.122"
"19368",2021-06-25,"VA",679680,208,11392,3,"2021-06-26T14:17:39.224"
"19369",2020-10-17,"WY",8816,151,57,0,"2020-10-18T13:26:54.146"
"19371",2020-10-28,"OR",43228,420,671,7,"2020-10-29T14:11:33.577"
"19372",2021-07-04,"RI",152106,17,2736,1,"2022-01-14T13:53:09.122"
"19373",2021-05-08,"NJ",1007555,650,25791,22,"2021-05-09T13:43:24.481"
"19374",2021-12-10,"AZ",1309184,3924,22947,93,"2021-12-11T14:24:24.165"
"19375",2020-04-12,"NJ",61850,3699,2350,163,"2020-04-11T16:22:39.452"
"19376",2020-07-18,"MN",46204,734,1581,3,"2020-07-19T15:05:47.084"
"19377",2021-12-04,"VA",979219,0,14764,0,"2021-12-06T13:50:49.266"
"19378",2020-08-15,"MN",65162,749,1752,7,"2020-08-16T14:57:14.578"
"19380",2020-02-13,"SC",0,0,0,0,"2020-03-26T16:22:39.452"
"19381",2021-07-07,"AZ",898283,373,18004,4,"2021-07-08T14:26:57.178"
"19382",2021-07-30,"LA",541679,5313,10999,31,"2021-07-31T13:56:41.471"
"19383",2021-08-30,"WY",74756,431,835,0,"2021-08-31T14:57:22.851"
"19384",2021-02-21,"WY",53795,112,662,0,"2021-02-22T14:53:38.566"
"19387",2021-03-22,"NJ",869037,3151,24181,7,"2021-03-23T14:05:18.025"
"19388",2021-11-22,"VA",959156,4057,14573,51,"2021-11-23T14:18:53.686"
"19390",2021-08-21,"KY",542295,3916,8412,38,"2021-08-23T00:00:00.000"
"19391",2020-03-22,"NJ",1914,587,20,4,"2020-03-26T16:22:39.452"
"19393",2020-04-27,"VA",14339,804,492,34,"2020-05-25T15:38:40.000"
"19394",2021-02-28,"RI",126038,341,2542,4,"2022-01-14T13:53:09.122"
"19395",2020-12-15,"KY",233293,3103,3938,47,"2020-12-17T00:00:00.000"
"19396",2020-09-30,"WY",5948,127,50,0,"2020-10-01T13:42:11.951"
"19397",2021-06-23,"SC",596710,126,9780,1,"2021-06-23T00:00:00.000"
"19398",2020-06-02,"LA",40857,405,2835,34,"2020-06-03T14:11:36.638"
"19399",2020-12-19,"KY",246135,2724,4166,58,"2020-12-21T00:00:00.000"
"19401",2022-01-04,"VA",1186895,10726,15631,7,"2022-01-05T16:16:33.237"
"19402",2021-06-21,"SC",596513,94,9776,0,"2021-06-21T00:00:00.000"
"19403",2020-04-25,"AZ",6280,235,273,7,"2020-05-25T15:38:40.000"
"19404",2020-10-13,"OR",37780,313,605,6,"2020-10-14T13:28:39.858"
"19406",2020-02-23,"VA",0,0,0,0,"2020-03-26T16:22:39.452"
"19408",2020-07-11,"MN",41571,0,1537,0,"2020-07-12T15:13:57.799"
"19409",2021-10-22,"KY",740046,1275,11321,31,"2021-10-24T00:00:00.000"
"19410",2020-12-27,"LA",299722,3223,7291,19,"2020-12-28T14:42:49.996"
"19411",2020-11-24,"AZ",307109,4547,6515,51,"2020-11-25T14:53:15.184"
"19412",2020-03-15,"VA",51,22,1,1,"2020-03-26T16:22:39.452"
"19413",2020-11-11,"VA",198028,1521,3758,17,"2020-11-12T14:55:21.007"
"19414",2020-10-11,"AZ",225699,598,5759,0,"2020-10-12T14:07:08.478"
"19415",2022-01-02,"AZ",1390409,701,24355,1,"2022-01-03T15:18:16.200"
"19416",2021-06-03,"LA",472617,313,10605,10,"2021-06-04T14:56:57.843"
"19417",2020-06-06,"SC",14123,496,533,8,"2020-06-06T00:00:00.000"
"19418",2020-04-04,"KY",1200,99,50,8,"2020-04-06T00:00:00.000"
"19419",2020-04-28,"VA",14961,622,522,30,"2020-04-29T18:12:08.477"
"19420",2021-07-02,"LA",482560,525,10757,9,"2021-07-03T13:44:06.775"
"19421",2020-03-13,"MN",14,4,0,0,"2020-03-26T16:22:39.452"
"19422",2020-12-30,"NJ",522259,5287,18952,175,"2020-12-30T00:00:00.000"
"19423",2020-06-26,"NJ",171476,412,14914,42,"2020-06-26T00:00:00.000"
"19424",2021-11-21,"KY",776131,1078,11807,14,"2021-11-23T00:00:00.000"
"19425",2020-04-17,"OR",1785,49,70,6,"2020-04-17T16:22:39.452"
"19426",2020-03-11,"AZ",9,1,0,0,"2020-03-26T16:22:39.452"
"19427",2020-10-04,"AZ",220871,356,5706,1,"2020-10-05T13:49:47.107"
"19428",2020-12-03,"WY",35078,571,257,27,"2020-12-04T15:00:59.537"
"19429",2021-01-27,"VA",493674,5121,6308,80,"2021-01-28T14:49:07.741"
"19430",2020-05-24,"LA",37292,129,2690,7,"2020-05-25T14:12:49.524"
"19432",2021-12-02,"OR",393232,1035,5228,42,"2021-12-03T15:05:46.524"
"19433",2021-09-25,"NJ",1146089,2234,27323,16,"2021-09-27T13:21:43.831"
"19435",2021-09-01,"LA",692176,2476,12582,47,"2021-09-02T13:49:05.431"
"19436",2021-04-09,"VA",634325,1700,10458,7,"2021-04-10T13:45:46.495"
"19437",2021-09-17,"MN",681613,2635,8076,12,"2021-09-18T13:43:14.051"
"19438",2021-02-10,"AZ",789720,1980,14462,176,"2021-02-11T14:50:55.787"
"19439",2021-01-18,"OR",133851,646,1803,3,"2021-01-19T14:37:00.036"
"19440",2020-03-14,"RI",20,0,0,0,"2022-01-14T13:53:09.122"
"19441",2020-09-28,"MN",97638,0,2067,0,"2020-09-29T13:50:42.951"
"19442",2021-06-03,"OR",202247,251,2683,7,"2021-06-04T14:56:57.843"
"19443",2021-12-29,"OR",418333,2313,5640,9,"2021-12-30T14:41:22.486"
"19445",2021-03-24,"NJ",877936,4096,24292,50,"2021-03-25T14:25:23.209"
"19446",2020-07-24,"AZ",156346,3358,3142,79,"2020-07-25T17:40:06.519"
"19447",2021-10-11,"RI",175481,207,2857,2,"2022-01-14T13:53:09.122"
"19448",2020-06-30,"LA",58095,1014,3221,22,"2020-07-01T15:45:16.790"
"19450",2020-06-30,"VA",62787,0,1763,0,"2020-07-01T15:45:16.790"
"19452",2021-10-09,"LA",747816,487,14183,10,"2021-10-11T13:19:41.679"
"19454",2021-03-04,"KY",413831,945,7021,9,"2021-03-06T00:00:00.000"
"19455",2021-05-10,"WY",58764,47,710,0,"2021-05-11T13:53:24.290"
"19456",2021-04-14,"WY",57127,57,703,0,"2021-04-15T13:58:27.750"
"19457",2020-05-19,"SC",9206,159,386,2,"2020-05-19T00:00:00.000"
"19458",2020-03-02,"VA",0,0,0,0,"2020-03-26T16:22:39.452"
"19459",2021-08-18,"AZ",972925,2402,18504,37,"2021-08-19T15:10:12.702"
"19460",2021-11-09,"KY",758667,1703,11658,10,"2021-11-11T00:00:00.000"
"19462",2021-06-05,"SC",593735,291,9716,14,"2021-06-05T00:00:00.000"
"19463",2020-01-24,"VA",0,0,0,0,"2020-03-26T16:22:39.452"
"19464",2021-01-31,"LA",400626,3350,8859,58,"2021-02-01T14:50:29.869"
"19465",2020-09-17,"AZ",211760,1754,5409,38,"2020-09-18T13:48:37.104"
"19467",2021-06-08,"MN",603005,125,7562,2,"2021-06-09T14:26:44.647"
"19468",2021-01-29,"LA",397276,2367,8801,58,"2021-01-30T14:43:11.492"
"19470",2020-01-23,"SC",0,0,0,0,"2020-03-26T16:22:39.452"
"19471",2020-04-15,"NJ",71030,2206,3156,351,"2020-04-15T16:22:39.452"
"19472",2020-05-03,"LA",29383,243,2012,62,"2020-05-04T22:49:24.344"
"19474",2021-03-19,"LA",439737,194,9988,14,"2021-03-20T14:03:21.260"
"19475",2021-02-27,"RI",125697,374,2538,0,"2022-01-14T13:53:09.122"
"19476",2020-10-15,"WY",8375,198,57,0,"2020-10-16T13:33:55.808"
"19477",2020-04-09,"NJ",51027,3590,1700,196,"2020-04-08T16:22:39.452"
"19478",2021-04-13,"KY",436519,746,7402,6,"2021-04-15T00:00:00.000"
"19480",2021-06-24,"OR",207558,225,2760,1,"2021-06-25T15:01:46.833"
"19481",2020-02-16,"WY",0,0,0,0,"2020-03-26T16:22:39.452"
"19482",2021-02-17,"NJ",755174,4109,22632,135,"2021-02-18T14:43:57.648"
"19483",2020-08-13,"AZ",190859,1352,4383,36,"2020-08-14T14:30:03.326"
"19484",2021-01-05,"SC",341583,3455,5490,15,"2021-01-05T00:00:00.000"
"19485",2021-07-04,"NJ",1024225,112,26473,1,"2021-07-05T14:30:02.367"
"19488",2021-03-22,"OR",161706,175,2365,2,"2021-03-23T14:05:18.025"
"19489",2021-08-18,"KY",529134,4154,8304,29,"2021-08-20T00:00:00.000"
"19490",2021-01-08,"NJ",570575,5769,19756,110,"2021-01-09T15:26:08.605"
"19493",2020-12-01,"SC",221711,1544,4397,20,"2020-12-01T00:00:00.000"
"19494",2020-06-09,"LA",43612,562,2957,13,"2020-06-10T20:56:25.490"
